Order Date,Order ID,Customer ID,Customer Segment,Product,Category,Region,State,Sales,Quantity,Discount,Cost,Profit,Payment Method,Shipping Mode
2025-11-26,ORD-01106,CUST-10283,Corporate,Office Chair,Furniture,North,Delhi,3282.76,3,0.05,1948.09,1334.67,Bank Transfer,Express
2025-08-04,ORD-01107,CUST-10259,Corporate,Standing Desk,Furniture,West,Gujarat,1969.18,2,0.0,1521.05,448.14,Debit Card,Standard
2025-11-06,ORD-01108,CUST-10070,Consumer,Conference Table,Furniture,East,Odisha,3710.7,4,0.05,2784.72,925.98,UPI,Express
2025-12-03,ORD-01109,CUST-10184,Corporate,Desk Organizer,Office Supplies,South,Tamil Nadu,494.92,2,0.0,337.16,157.76,Cash,Standard
2025-06-04,ORD-01110,CUST-10184,Consumer,Webcam,Accessories,West,Maharashtra,906.06,3,0.05,565.56,340.5,Bank Transfer,Standard
2025-01-17,ORD-01111,CUST-10225,Corporate,Keyboard,Accessories,West,Gujarat,506.56,1,0.15,439.38,67.18,Debit Card,Express
2025-11-28,ORD-01112,CUST-10279,Consumer,Monitor 27,Electronics,East,Odisha,4810.31,6,0.05,3633.31,1177.0,Debit Card,Express
2025-08-02,ORD-01113,CUST-10040,Consumer,Bookshelf,Furniture,North,Punjab,5747.03,7,0.1,4504.14,1242.89,Debit Card,Same Day
2025-02-13,ORD-01114,CUST-10237,Small Business,Laptop Pro,Electronics,South,Tamil Nadu,3394.09,4,0.15,2509.61,884.49,Cash,Standard
2025-07-13,ORD-01115,CUST-10292,Consumer,Bookshelf,Furniture,South,Karnataka,2635.62,4,0.1,2166.37,469.25,Bank Transfer,Same Day
2025-01-11,ORD-01116,CUST-10041,Small Business,Laptop Pro,Electronics,West,Rajasthan,9061.64,7,0.0,7692.55,1369.09,Debit Card,Express
2025-04-16,ORD-01117,CUST-10146,Small Business,Monitor 27,Electronics,West,Maharashtra,5630.08,4,0.05,3911.85,1718.23,Bank Transfer,Express
2025-05-07,ORD-01118,CUST-10314,Consumer,Printer Paper,Office Supplies,South,Tamil Nadu,1602.4,5,0.1,1261.1,341.3,Cash,Express
2025-06-15,ORD-01119,CUST-10009,Consumer,Bookshelf,Furniture,West,Rajasthan,3086.87,3,0.1,2003.27,1083.6,Credit Card,Same Day
2025-07-26,ORD-01120,CUST-10057,Consumer,USB Hub,Accessories,South,Telangana,1485.66,4,0.0,1152.21,333.45,Cash,Standard
2025-11-03,ORD-01121,CUST-10282,Small Business,Laptop Pro,Electronics,North,Delhi,4468.77,4,0.05,3127.0,1341.76,Bank Transfer,Express
2025-05-09,ORD-01122,CUST-10061,Corporate,Smartphone X,Electronics,West,Gujarat,3402.4,5,0.1,1980.31,1422.08,UPI,Express
2025-09-26,ORD-01123,CUST-10246,Consumer,Bookshelf,Furniture,South,Karnataka,5036.73,5,0.05,4365.12,671.61,Cash,Express
2025-12-10,ORD-01124,CUST-10316,Corporate,Smartphone X,Electronics,West,Goa,3692.36,4,0.1,3103.55,588.81,Bank Transfer,Express
2025-10-01,ORD-01125,CUST-10175,Consumer,Smartphone X,Electronics,East,Odisha,1264.07,1,0.0,843.45,420.62,Credit Card,Standard
2025-04-03,ORD-01126,CUST-10170,Corporate,Keyboard,Accessories,North,Punjab,2193.73,7,0.05,1929.01,264.72,Credit Card,Standard
2025-09-05,ORD-01127,CUST-10151,Corporate,Tablet Air,Electronics,East,Jharkhand,8933.02,7,0.15,6031.02,2902.0,Cash,Standard
2025-04-13,ORD-01128,CUST-10131,Consumer,Tablet Air,Electronics,North,Haryana,2848.84,2,0.05,2044.48,804.36,Cash,Express
2025-06-24,ORD-01129,CUST-10134,Small Business,Printer Paper,Office Supplies,North,Delhi,1022.08,3,0.1,853.83,168.26,UPI,Express
2025-08-20,ORD-01130,CUST-10194,Consumer,Standing Desk,Furniture,South,Karnataka,3881.85,7,0.05,2606.19,1275.66,Bank Transfer,Express
2025-04-18,ORD-01131,CUST-10314,Corporate,Desk Organizer,Office Supplies,South,Kerala,1152.29,3,0.05,824.07,328.21,UPI,Express
2025-01-02,ORD-01132,CUST-10344,Corporate,Bookshelf,Furniture,East,Bihar,3677.05,6,0.15,2866.91,810.14,Credit Card,Standard
2025-11-02,ORD-01133,CUST-10304,Small Business,Mouse,Accessories,West,Rajasthan,2148.73,6,0.05,1330.36,818.36,Debit Card,Standard
2025-09-23,ORD-01134,CUST-10042,Corporate,Monitor 27,Electronics,North,Uttar Pradesh,6496.31,7,0.05,4590.98,1905.33,Credit Card,Express
2025-02-14,ORD-01135,CUST-10108,Small Business,Conference Table,Furniture,South,Tamil Nadu,624.26,1,0.15,420.02,204.24,Debit Card,Express
2025-05-18,ORD-01136,CUST-10265,Consumer,Notebook Pack,Office Supplies,East,Bihar,1100.87,4,0.1,862.01,238.85,Debit Card,Express
2025-04-06,ORD-01137,CUST-10191,Small Business,Keyboard,Accessories,East,Bihar,1272.87,4,0.1,790.19,482.69,Debit Card,Express
2025-12-23,ORD-01138,CUST-10118,Consumer,Bookshelf,Furniture,East,Bihar,4921.59,6,0.0,3198.14,1723.44,Cash,Same Day
2025-12-10,ORD-01139,CUST-10109,Corporate,Desk Organizer,Office Supplies,West,Gujarat,657.71,2,0.0,521.84,135.87,UPI,Standard
2025-09-10,ORD-01140,CUST-10041,Consumer,Laptop Pro,Electronics,North,Delhi,4094.94,3,0.1,2566.98,1527.96,Bank Transfer,Express
2025-06-10,ORD-01141,CUST-10117,Small Business,Monitor 27,Electronics,East,Odisha,2769.64,2,0.0,1957.05,812.6,Credit Card,Standard
2025-01-20,ORD-01142,CUST-10148,Small Business,Monitor 27,Electronics,South,Telangana,7377.38,6,0.05,5856.64,1520.74,UPI,Standard
2025-04-01,ORD-01143,CUST-10146,Consumer,Printer Paper,Office Supplies,South,Kerala,1279.79,7,0.15,1036.17,243.62,Debit Card,Standard
2025-02-03,ORD-01144,CUST-10193,Corporate,Tablet Air,Electronics,South,Tamil Nadu,1423.41,1,0.05,866.09,557.32,Credit Card,Standard
2025-10-16,ORD-01145,CUST-10096,Corporate,Notebook Pack,Office Supplies,East,Bihar,380.7,2,0.0,318.11,62.59,UPI,Standard
2025-02-02,ORD-01146,CUST-10073,Consumer,Laptop Pro,Electronics,East,Bihar,2971.67,3,0.0,2368.99,602.68,Debit Card,Express
2025-09-05,ORD-01147,CUST-10311,Corporate,Mouse,Accessories,North,Uttar Pradesh,1942.94,7,0.05,1324.68,618.27,Cash,Standard
2025-12-14,ORD-01148,CUST-10142,Corporate,USB Hub,Accessories,South,Karnataka,1790.12,4,0.1,1448.46,341.66,Debit Card,Standard
2025-04-23,ORD-01149,CUST-10090,Corporate,Smartphone X,Electronics,East,West Bengal,1846.88,2,0.15,1474.72,372.17,Bank Transfer,Standard
2025-09-07,ORD-01150,CUST-10223,Consumer,Tablet Air,Electronics,South,Karnataka,4042.15,3,0.0,3073.12,969.04,UPI,Standard
2025-11-17,ORD-01151,CUST-10190,Small Business,Monitor 27,Electronics,West,Goa,5333.84,5,0.0,3987.28,1346.56,UPI,Express
2025-06-06,ORD-01152,CUST-10202,Consumer,USB Hub,Accessories,South,Telangana,1150.55,3,0.1,920.91,229.64,Credit Card,Standard
2025-06-13,ORD-01153,CUST-10078,Corporate,Laptop Pro,Electronics,West,Maharashtra,1110.38,1,0.05,976.89,133.49,Bank Transfer,Standard
2025-03-15,ORD-01154,CUST-10254,Consumer,Bookshelf,Furniture,West,Gujarat,3150.87,6,0.1,2374.39,776.48,Cash,Same Day
2025-06-06,ORD-01155,CUST-10068,Consumer,Bookshelf,Furniture,East,Jharkhand,2154.89,3,0.15,1772.64,382.24,UPI,Express
2025-11-15,ORD-01156,CUST-10293,Consumer,Ink Cartridge,Office Supplies,West,Goa,586.08,2,0.1,470.79,115.29,Debit Card,Express
2025-08-31,ORD-01157,CUST-10149,Consumer,Office Chair,Furniture,West,Maharashtra,5265.75,6,0.05,4406.08,859.67,Credit Card,Express
2025-03-15,ORD-01158,CUST-10144,Corporate,Bookshelf,Furniture,West,Maharashtra,2897.73,6,0.2,2510.47,387.26,Bank Transfer,Standard
2025-07-12,ORD-01159,CUST-10136,Corporate,Webcam,Accessories,East,Jharkhand,994.93,2,0.0,634.69,360.24,Credit Card,Express
2025-09-15,ORD-01160,CUST-10149,Corporate,Smartphone X,Electronics,North,Haryana,825.32,1,0.2,519.65,305.67,Debit Card,Standard
2025-01-29,ORD-01161,CUST-10233,Corporate,Keyboard,Accessories,West,Goa,250.07,1,0.1,189.03,61.04,Cash,Standard
2025-10-06,ORD-01162,CUST-10174,Consumer,Tablet Air,Electronics,North,Uttar Pradesh,4809.5,6,0.1,3437.77,1371.72,Debit Card,Standard
2025-03-15,ORD-01163,CUST-10045,Consumer,Conference Table,Furniture,South,Tamil Nadu,3786.07,5,0.15,2844.16,941.91,Bank Transfer,Express
2025-04-18,ORD-01164,CUST-10199,Corporate,Mouse,Accessories,West,Goa,2037.39,6,0.1,1669.47,367.93,Bank Transfer,Standard
2025-06-01,ORD-01165,CUST-10094,Corporate,Ink Cartridge,Office Supplies,West,Rajasthan,1603.32,5,0.05,1378.08,225.24,Debit Card,Standard
2025-07-04,ORD-01166,CUST-10038,Corporate,Printer Paper,Office Supplies,South,Karnataka,672.33,3,0.05,474.15,198.19,Credit Card,Standard
2025-12-01,ORD-01167,CUST-10294,Consumer,Tablet Air,Electronics,South,Tamil Nadu,6563.13,5,0.1,5220.18,1342.95,Cash,Express
2025-03-23,ORD-01168,CUST-10110,Small Business,Bookshelf,Furniture,East,West Bengal,4035.44,6,0.1,2578.81,1456.63,Credit Card,Standard
2025-04-04,ORD-01169,CUST-10209,Consumer,Office Chair,Furniture,South,Tamil Nadu,2924.06,3,0.0,2164.87,759.19,Cash,Standard
2025-05-19,ORD-01170,CUST-10061,Corporate,Office Chair,Furniture,West,Gujarat,6904.59,7,0.1,4049.83,2854.76,Cash,Standard
2025-11-09,ORD-01171,CUST-10119,Consumer,Bookshelf,Furniture,East,Jharkhand,5132.47,7,0.1,3752.48,1379.99,Debit Card,Express
2025-12-19,ORD-01172,CUST-10136,Corporate,Office Chair,Furniture,North,Delhi,3330.67,6,0.05,2476.69,853.98,Cash,Standard
2025-06-15,ORD-01173,CUST-10047,Consumer,Monitor 27,Electronics,West,Goa,8680.77,7,0.0,6950.12,1730.65,Bank Transfer,Same Day
2025-09-10,ORD-01174,CUST-10341,Corporate,Laptop Pro,Electronics,North,Haryana,4740.34,3,0.05,3673.03,1067.31,Bank Transfer,Standard
2025-12-01,ORD-01175,CUST-10110,Consumer,Conference Table,Furniture,East,Bihar,1211.41,1,0.0,832.87,378.54,UPI,Standard
2025-11-06,ORD-01176,CUST-10204,Corporate,Tablet Air,Electronics,North,Punjab,3803.36,4,0.0,2212.49,1590.87,UPI,Standard
2025-09-06,ORD-01177,CUST-10198,Consumer,USB Hub,Accessories,East,Odisha,3003.41,6,0.05,1846.03,1157.38,UPI,Standard
2025-07-17,ORD-01178,CUST-10151,Corporate,Printer Paper,Office Supplies,East,West Bengal,1555.62,6,0.0,1356.37,199.25,UPI,Standard
2025-12-26,ORD-01179,CUST-10205,Consumer,Laptop Pro,Electronics,West,Goa,2550.61,3,0.05,2185.11,365.5,Cash,Standard
2025-03-29,ORD-01180,CUST-10199,Consumer,Ink Cartridge,Office Supplies,West,Gujarat,894.15,3,0.1,605.81,288.34,UPI,Express
2025-05-13,ORD-01181,CUST-10029,Corporate,Webcam,Accessories,North,Delhi,1676.91,4,0.05,1102.83,574.08,UPI,Standard
2025-09-18,ORD-01182,CUST-10235,Consumer,Smartphone X,Electronics,West,Rajasthan,5969.24,6,0.2,4243.68,1725.56,Cash,Standard
2025-01-08,ORD-01183,CUST-10040,Consumer,Smartphone X,Electronics,West,Goa,1282.4,1,0.15,1009.22,273.17,Credit Card,Standard
2025-07-02,ORD-01184,CUST-10153,Small Business,Smartphone X,Electronics,West,Gujarat,2854.22,3,0.1,1960.99,893.23,Cash,Standard
2025-11-08,ORD-01185,CUST-10128,Small Business,Laptop Pro,Electronics,West,Goa,2177.96,2,0.2,1307.19,870.78,Cash,Standard
2025-03-06,ORD-01186,CUST-10157,Small Business,Notebook Pack,Office Supplies,South,Tamil Nadu,1346.54,6,0.15,943.71,402.83,Debit Card,Standard
2025-10-21,ORD-01187,CUST-10026,Consumer,USB Hub,Accessories,East,West Bengal,1091.95,4,0.05,718.7,373.25,Cash,Standard
2025-05-31,ORD-01188,CUST-10246,Corporate,Tablet Air,Electronics,South,Tamil Nadu,985.75,1,0.1,667.82,317.92,Cash,Standard
2025-11-11,ORD-01189,CUST-10147,Corporate,Desk Organizer,Office Supplies,West,Rajasthan,789.62,2,0.0,496.58,293.04,UPI,Same Day
2025-08-20,ORD-01190,CUST-10022,Consumer,Tablet Air,Electronics,North,Delhi,1072.89,1,0.1,834.34,238.56,UPI,Express
2025-02-27,ORD-01191,CUST-10002,Corporate,Printer Paper,Office Supplies,East,Odisha,742.48,4,0.1,547.94,194.54,Credit Card,Same Day
2025-09-26,ORD-01192,CUST-10190,Consumer,Notebook Pack,Office Supplies,East,Bihar,2352.51,7,0.0,1555.62,796.89,Debit Card,Standard
2025-01-21,ORD-01193,CUST-10234,Small Business,Conference Table,Furniture,South,Tamil Nadu,4588.87,4,0.05,3424.03,1164.85,Bank Transfer,Express
2025-03-30,ORD-01194,CUST-10192,Corporate,Tablet Air,Electronics,South,Karnataka,8863.73,7,0.2,6451.14,2412.6,UPI,Standard
2025-11-21,ORD-01195,CUST-10253,Corporate,Printer Paper,Office Supplies,South,Tamil Nadu,1767.68,6,0.05,1447.36,320.32,UPI,Standard
2025-11-16,ORD-01196,CUST-10265,Corporate,Keyboard,Accessories,West,Goa,2796.01,7,0.0,2423.57,372.44,Credit Card,Express
2025-01-17,ORD-01197,CUST-10306,Consumer,Smartphone X,Electronics,West,Rajasthan,3845.17,3,0.0,2380.93,1464.24,Credit Card,Standard
2025-05-19,ORD-01198,CUST-10344,Consumer,Smartphone X,Electronics,North,Haryana,9438.39,7,0.1,7977.08,1461.31,Cash,Standard
2025-02-04,ORD-01199,CUST-10310,Corporate,Smartphone X,Electronics,West,Gujarat,2617.73,2,0.15,2071.77,545.96,Credit Card,Express
2025-04-09,ORD-01200,CUST-10279,Corporate,Printer Paper,Office Supplies,North,Uttar Pradesh,1242.43,4,0.15,978.75,263.69,Cash,Standard
2025-01-03,ORD-00006,CUST-10124,Small Business,Smartphone X,Electronics,South,Telangana,2837.61,2,0.0,2070.32,767.29,Debit Card,Standard
2025-03-20,ORD-00042,CUST-10227,Consumer,Office Chair,Furniture,South,Karnataka,2524.46,3,0.0,1468.43,1056.03,Cash,Express
2025-09-17,ORD-00118,CUST-10295,Consumer,Monitor 27,Electronics,North,Uttar Pradesh,2315.38,2,0.15,1434.48,880.9,Credit Card,Standard
